Year,LOG,Date,WOTY,Time Set,Time Collected,Municipality,City/Town,Site,Site Habitat,Species,#Females,#Males,Life Stage,Trap,Attractant Used
2018,BG,9/10-9/17,37,,,Van Buren County,Keosauqua,JH,Residential,Ae japonicus,6,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/17,37,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,7,2,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/17,37,,,Van Buren County,Keosauqua,JH,Residential,An quadrimaculatus,3,1,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/17,37,,,Van Buren County,Keosauqua,JH,Residential,Cx pipiens group,24,1,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/24,38,,,Van Buren County,Keosauqua,JH,Residential,Ae japonicus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/24,38,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/24,38,,,Van Buren County,Keosauqua,JH,Residential,An quadrimaculatus,2,1,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/24,38,,,Van Buren County,Keosauqua,JH,Residential,Cx pipiens group,50,21,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Lee County,,LCHD (old prison area),Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Polk County,Des Moines,Liberty Gate,Industrial,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Polk County,Des Moines,Liberty Gate,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/12,36/37,,,Johnson County,Big Grove,MacBride,Lake,Ae vexans,2,1,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/12,36/37,,,Johnson County,Big Grove,MacBride,Lake,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/12,36/37,,,Johnson County,Big Grove,MacBride,Lake,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/12-9/14,37,,,Johnson County,Big Grove,MacBride,Lake,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/12-9/14,37,,,Johnson County,Big Grove,MacBride,Lake,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Johnson County,Big Grove,McBride,Lake,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,23,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/20,25,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/20-6/22,25,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26,,,Johnson County,Big Grove,McBride,Lake,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Johnson County,Big Grove,McBride,Lake,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,26,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/6,27,,,Johnson County,Big Grove,McBride,Lake,Ae spec ??,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Johnson County,Big Grove,McBride,Lake,Ae species ??,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/6,27,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Johnson County,Big Grove,McBride,Lake,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/6,27,,,Johnson County,Big Grove,McBride,Lake,Ae trivittatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Johnson County,Big Grove,McBride,Lake,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28,,,Johnson County,Big Grove,McBride,Lake,Ae trivittatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28,,,Johnson County,Big Grove,McBride,Lake,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/13,28,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Johnson County,Big Grove,McBride,Lake,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Johnson County,Big Grove,McBride,lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/27-7/30,30,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/10,32,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/10-8/13,32,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Johnson County,Big Grove,McBride,Lake,Ae trivittatus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Johnson County,Big Grove,McBride,Lake,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/24-5/30,21/22,,,Johnson County,Big Grove,McBride,Lake,Ae vexans,3,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/30,21/22,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/1-6/4,22/23,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,23/24,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24/25,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24/25,,,Johnson County,Big Grove,McBride,Lake,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/1-8/6,31/32,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Johnson County,Big Grove,McBride,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/22,34,,,Johnson County,Big Grove,McBride,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/22-8/24,34,,,Johnson County,Big Grove,McBride,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Johnson County,Big Grove,McBride,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-8/29,35,,,Johnson County,Big Grove,McBride,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-8/29,35,,,Johnson County,Big Grove,McBride,Park,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/29-8/31,35,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/31-9/4,35,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/5,36,,,Johnson County,Big Grove,McBride,Lake,Cx pipiens group,1,1,Adult,BG Sentinal,BG Lure
2018,BG,9/5-9/7,36,,,Johnson County,Big Grove,McBride,Lake,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/14-9/17,38,,,Johnson County,Big Grove,McBride,Lake,Ae vexans,5,3,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/19,38,,,Johnson County,Big Grove,McBride,Lake,Ae vexans,8,6,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/19,38,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/19,38,,,Johnson County,Big Grove,McBride,Lake,An quadrimaculatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Johnson County,Big Grove,McBride,Lake,Ae vexans,3,5,Adult,BG Sentinal,BG Lure
2018,BG,9/21-9/24,38,,,Johnson County,Big Grove,McBride,Lake,Ae vexans,3,2,Adult,BG Sentinal,BG Lure
2018,BG,9/21-9/24,38,,,Johnson County,Big Grove,McBride,Lake,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Johnson County,Big Grove,McBride,Lake,Ae vexans,2,1,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Johnson County,Big Grove,McBride,Lake,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Johnson County,Big Grove,McBride,Lake,Ae species,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Johnson County,Big Grove,McBride,Lake,Ae vexans,2,1,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Johnson County,Big Grove,McBride,Lake,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Johnson County,Big Grove,McBride,Lake,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Johnson County,Big Grove,McBride,Lake,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-8/29,35,,,Lee County,Keokuk,Navajo CM,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/29-8/31,35,,,Lee County,Keokuk,Navajo CM,Residential,Cx pipiens group,0,1,Adult,BG Sentinal,BG Lure
2018,BG,8/31-9/4,35,,,Lee County,Keokuk,Navajo CM,Residential,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,5/18-5/21,20,,,Lee County,Keokuk,Navajo CM,Residential ,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/16-5/18,20,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/23-5/25,21,,,Lee County,Keokuk,Navajo CM,Residential ,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/23,21,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Lee County,Keokuk,Navajo CM,Residential ,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Lee County,Keokuk,Navajo CM,Residential ,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/30,22,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/1-6/4,22,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Lee County,Keokuk,Navajo CM,Residential ,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,23,,,Lee County,Keokuk,Navajo CM,Residential ,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,23,,,Lee County,Keokuk,Navajo CM,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Lee County,Keokuk,Navajo CM,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Lee County,Keokuk,Navajo CM,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24,,,Lee County,Keokuk,Navajo CM,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,25,,,Lee County,Keokuk,Navajo CM,Residential,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/20-6/22,25,,,Lee County,Keokuk,Navajo CM,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,25,,,Lee County,Keokuk,Navajo CM,Residential,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/20,25,,,Lee County,Keokuk,Navajo CM,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26,,,Lee County,Keokuk,Navajo CM,Residential ,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Lee County,Keokuk,Navajo CM,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/6,27,,,Lee County,Keokuk,Navajo CM,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/6,27,,,Lee County,Keokuk,Navajo CM,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/9,27,,,Lee County,Keokuk,Navajo CM,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Lee County,Keokuk,Navajo CM,Residential ,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28,,,Lee County,Keokuk,Navajo CM,Residential ,An species,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/13,28,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Lee County,Keokuk,Navajo CM,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Lee County,Keokuk,Navajo CM,Residential,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Lee County,Keokuk,Navajo CM,Residential,An quadrimaculatus,1,11,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Lee County,Keokuk,Navajo CM,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,29,,,Lee County,Keokuk,Navajo CM,Residential,Ae vexans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Lee County,Keokuk,Navajo CM,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/27-7/30,30,,,Lee County,Keokuk,Navajo CM,Residential,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/29,21/22,,,Lee County,Keokuk,Navajo CM,Residential ,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/22,34,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24,34,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Lee County,Keokuk,Navajo CM,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/5-9/7,36,,,Lee County,Keokuk,Navajo CM,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/5,36,,,Lee County,Keokuk,Navajo CM,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/10-8/13,32,,,Lee County,"Keokuk
","Navajo CM
",Residential,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/10-8/13,32,,,Lee County,"Keokuk
","Navajo CM
",Residential,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/10,32,,,Lee County,Keokuk,"Navajo CM
",Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Lee County,Keokuk,"Navajo CM
",Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Lee County,Keokuk,"Navajo CM
",Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Lee County,Keokuk,"Navajo CM
",Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Lee County,Keokuk,"Navajo CM
",Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/23,21,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae implicatus,6,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/4,22,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,11,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,7,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/11,23,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,8,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/11,23,,,Clinton County,Camanche,Rock Creek Marina,Park,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae species,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,3,1,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,7,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,3,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Clinton County,Camanche,Rock Creek Marina,Park,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/20-6/22,25,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,25,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/20,25,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae trivittatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,25,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae trivittatus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/20,25,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/20-6/22,25,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,25,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,25,,,Clinton County,Camanche,Rock Creek Marina,Park,Ps ciliata,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae trivittatus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Clinton County,Camanche,Rock Creek Marina,Park,Cx territans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/6,27,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/6,27,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae trivittatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,27,,,Clinton County,Camanche,Rock Creek Marina,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,27,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/13,28,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae species,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/27,29,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/27,29,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Clinton County,Camanche,Rock Creek Marina,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,19,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Clinton County,Camanche,Rock Creek Marina,Park,Cq perturbans,3,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/29,21/22,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,81,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-7/2,26/27,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-7/2,26/27,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-7/2,26/27,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae trivittatus,6,0,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/19,27/38,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae species,4,0,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/19,27/38,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/19,27/38,,,Clinton County,Camanche,Rock Creek Marina,Park,An species,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28/29,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/13,32/33,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/13,32/33,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,11,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/13,32/33,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,13,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/13,32/33,,,Clinton County,Camanche,Rock Creek Marina,Park,Cq perturbans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Clinton County,Camanche,Rock Creek Marina,Park,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Clinton County,Camanche,Rock Creek Marina,Park,Cq perturbans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/22,34,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/22,34,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/22-8/24,34,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/22-8/24,34,,,Clinton County,Camanche,Rock Creek Marina,Park,An species ,3,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Clinton County,Camanche,Rock Creek Marina,Park,Cq perturbans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Clinton County,Camanche,Rock Creek Marina,Park,Ps horrida,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-8/31,35,,,Clinton County,Camanche,Rock Creek Marina,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/31-9/5,35/36,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/31-9/5,35/36,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/5-9/7,36,,,Clinton County,Camanche,Rock Creek Marina,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/10,36/37,,,Clinton County,Camanche,Rock Creek Marina,Park,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
